statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
"A saúde é um conceito complexo que envolve diferentes dimensões que se inter-relacionam: biológicas, psicológicas e sociais. A promoção da saúde integral abrange a compreensão do funcionamento da Rede de Atenção Psicossocial (RAPS) e o domínio sobre os transtornos e cuidados voltados à saúde mental. Sobre o atendimento e o cuidado com as pessoas em relação à saúde mental, avalie os procedimentos a seguir. I. De acordo com o protocolo clínico e as diretrizes terapêuticas do Transtorno Afetivo Bipolar do tipo I (TAB), do Ministério da Saúde (2016), o TAB é um transtorno de humor e é uma doença crônica que compromete a qualidade de vida do paciente. Entre as intervenções psicossociais que fazem parte da reabilitação do paciente, o enfermeiro deve incluir no atendimento: a discussão dos sinais precoces de recaída, as medidas a serem tomadas nessa situação e o ensino de técnicas de controle do estresse. II. Um paciente com Transtorno Esquizoafetivo está em tratamento medicamentoso com Risperidona, em doses de 3 mg, duas vezes ao dia. O frasco disponível na farmácia tem 30 mL com 1 mg/mL. Para o período de 30 dias, a enfermeira explicou ao paciente que ele precisará de seis frascos. III. No atendimento ao paciente em sofrimento psíquico e a seu familiar, a enfermeira aplicou a Teoria das Relações Interpessoais de Hildegard Peplau, em suas quatro fases. Na segunda fase, que trata da identificação, ela selecionou a assistência profissional aplicada ao caso. IV. De acordo com o Instrutivo Técnico da RAPS do SUS (2022), os leitos em hospitais especializados em psiquiatria (hospitais psiquiátricos) devem atender a crises e agudizações, em internações de curta permanência (inferior a 90 dias), excluindo-se as situações de urgência/emergência relativas ao consumo ou abstinência de álcool, crack e outras drogas, pois para tais situações os pacientes devem ser encaminhados para os leitos de Unidades de Referência Especializada em Hospital Geral. Os procedimentos corretos são apenas","II, III e IV.",II e III.,"I, II e III.",II e IV.,"I, II e IV.",C,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,saude-mental,transtornos-mentais-e-comportamentais,2025,"As intervencoes psicossociais no TAB (I), o calculo correto de frascos de Risperidona necessarios para 30 dias de tratamento (II) e a aplicacao da fase de identificacao da Teoria de Peplau (III) estao corretos; a descricao dos criterios de permanencia e encaminhamento em hospitais psiquiatricos (IV) nao corresponde exatamente ao Instrutivo Tecnico da RAPS vigente.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,34,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Na consulta de enfermagem à criança, o acompanhamento dos sinais vitais e do crescimento e desenvolvimento são feitos seguindo-se as recomendações do Ministério da Saúde, com registros na Caderneta da Criança. Sobre os procedimentos relativos a esses acompanhamentos, é correto afirmar que","o Índice de Massa Corporal (IMC) em crianças deve ser medido por meio do peso em quilograma (kg) dividido pelo valor da estatura em metros (m), expresso na seguinte fórmula: IMC = peso/estatura.","nas consultas de rotina, a medida da pressão arterial é obrigatória apenas a partir dos 5 anos de idade, tanto para meninas como para meninos.","na aferição do peso de crianças menores de 2 anos em balança pediátrica eletrônica (digital), a criança deve estar obrigatoriamente despida e deitada, pois se ela for posta sentada a precisão da medição fica comprometida.","a medida do perímetro cefálico deve ser aferida desde o nascimento e até o primeiro ano de vida e, a partir dessa idade, torna-se obrigatória apenas na presença de diagnóstico de microcefalia.",crianças menores de 2 anos devem ser medidas deitadas (comprimento); crianças com 2 anos ou mais devem ser medidas em pé (estatura).,E,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,saude-da-crianca-e-do-adolescente,crescimento-e-desenvolvimento-infantil,2025,"Segundo as recomendacoes do Ministerio da Saude para a Caderneta da Crianca, criancas menores de 2 anos devem ter o comprimento aferido na posicao deitada, e criancas a partir de 2 anos devem ter a estatura aferida em pe.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,35,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Na assistência de enfermagem à gestante, o enfermeiro precisa estar atento à própria gestante, às pessoas que a acompanham e ao ambiente, de modo a oferecer um momento seguro e acolhedor. Espera-se que a experiência da mulher e de sua família seja a melhor possível e que o processo transcorra sem intercorrências. Em relação ao conjunto de atividades inerentes ao cuidado com a mulher gestante para que haja uma boa vivência do parto vaginal, é correto afirmar que","sobre a assepsia para o parto vaginal, havendo necessidade de limpeza vulvar e perineal antes do exame vaginal, deve-se evitar água potável e optar por água estéril para evitar contaminação, caso haja necessidade de episiotomia.","a assepsia indicada para o parto vaginal é recomendada com higiene padrão das mãos e uso de luvas necessariamente estéreis para reduzir a contaminação cruzada entre as mulheres, as crianças e os profissionais.","caso opte por receber massagem que tenha sido ensinada a(os) seu(s) acompanhante(s), a mulher deve ser apoiada nesta opção durante o trabalho de parto.",acupuntura é uma técnica não farmacológica contraindicada às mulheres durante o trabalho de parto.,"a dieta durante o trabalho de parto envolve o jejum, inclusive de líquidos.",C,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,saude-da-mulher,assistencia-de-enfermagem-ao-pre-natal-parto-e-puerperio,2025,"As boas praticas de assistencia ao parto vaginal preveem apoio as escolhas da mulher, incluindo o uso de massagem ensinada ao acompanhante como metodo nao farmacologico de conforto durante o trabalho de parto.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,37,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O aleitamento materno é uma estratégia eficaz para a redução da morbimortalidade infantil. No atendimento do binômio mãe-bebê, o enfermeiro assume um papel importante, com protagonismo e autonomia na consulta ao realizar o processo de enfermagem e dar enfoque ao aleitamento. Sobre a consulta de enfermagem à mulher em fase de amamentação, avalie se as seguintes orientações devem constar do plano de cuidados: I. não há comprovação de que alguma comida ou bebida que a mãe ingira possa causar cólicas no bebê; II. o descanso influencia na produção de leite da mulher; III. caso o bebê não consiga sugar a mama, o enfermeiro deve ensinar à mãe a técnica de retirada do leite do peito com as mãos ou com uma bomba, para oferecer ao bebê na colher; IV. a chupeta pode ser utilizada porque não influencia na tendência da criança em mamar por mais ou menos tempo. Estão corretas as orientações","I, II e III.","II e IV, apenas.","III e IV, apenas.","II e III, apenas.","I e II, apenas.",A,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,saude-da-crianca-e-do-adolescente,aleitamento-materno,2025,"Nao ha comprovacao de que alimentos ingeridos pela mae causem colicas no bebe amamentado (I), o descanso materno favorece a producao de leite (II) e a retirada manual ou com bomba deve ser ensinada quando o bebe nao consegue sugar (III); ja o uso de chupeta e desaconselhado por sua associacao com reducao do tempo de amamentacao, o que torna a afirmativa IV incorreta.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,38,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Há métodos diagnósticos que devem ser feitos no período da consulta para possibilitar decisões rápidas e seguras que conduzam à feitura de um plano terapêutico e de cuidados adequados à situação clínica do usuário. No atendimento de enfermagem, a enfermeira se deparou com a seguinte situação: F.L.Z., 35 anos, sexo masculino, solteiro, bissexual. Relatou ter mantido relação sexual casual com outro homem, de forma desprotegida, há pouco mais de 48 horas. Compareceu ao serviço de saúde para solicitar a PEP (Profilaxia Pós-Exposição), pois conhece várias pessoas que a usam para reduzir o risco de se infectar com alguma IST (Infecção Sexualmente Transmissível) e/ou com o vírus da Aids. No âmbito da consulta, a enfermeira forneceu algumas explicações para dar ampla ciência sobre seu caso e sobre o atendimento. Com base nesse histórico e no tema tratado, avalie as afirmativas a seguir. I. Ainda que esteja disponível, no caso de F.L.Z. não está indicado o uso de PEP, pois este tipo de profilaxia deve ser instituído em até 48 horas após a exposição. II. A decisão pelo uso da PEP dependerá do status sorológico para HIV, a ser avaliado por meio de testes rápidos (TRs). III. Para uma pessoa com a história de F.L.Z., que compareça à unidade de saúde dentro da janela de tempo prevista no protocolo do Ministério da Saúde (MS) e cujo teste rápido é não reagente para o HIV no momento do atendimento, a PEP está indicada. IV. Pelo histórico apresentado e pelo fato de a relação sexual ter sido casual, o tipo de profilaxia indicada é a PrEP (Profilaxia Pré-Exposição) a ser aplicada por sete dias consecutivos, a contar do dia da consulta. As afirmativas a serem consideradas no atendimento do usuário F.L.Z. são","I, II e IV.","I e IV, apenas.","II e IV, apenas.","I e II, apenas.","II e III, apenas.",E,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2025,"Segundo o protocolo do Ministerio da Saude, a PEP deve ser iniciada em ate 72 horas da exposicao (nao 48), e sua indicacao depende do status sorologico do paciente, avaliado por teste rapido; para exposicao recente com teste nao reagente e dentro da janela, a PEP esta indicada.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,39,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Alterações no clima do planeta têm sido um tema preocupante e vêm ocupando as agendas dos líderes mundiais e de vários segmentos sociais. Esses eventos ameaçam a vida e geram múltiplos problemas, mobilizando debates para a proposição de políticas e programas, em especial na saúde pública. Grandes enchentes e ondas de calor são consequências atribuídas às alterações climáticas. Nessas situações, problemas de saúde física e mental são pontos de atenção dos governantes e dos profissionais de saúde. Para o caso de eventos que envolvam alterações climáticas, avalie as afirmativas a seguir e assinale (V) para a verdadeira e (F) para a falsa. ( ) A leptospirose é uma doença infecciosa preocupante, pois a lama de enchentes tem alto poder infectante. A transmissão se dá por meio da exposição à urina de animais infectados quando a pessoa possui lesões na pele. Com a pele íntegra não há risco de infecção. ( ) Para evitar o tétano acidental, a pessoa deve acessar os lugares acometidos por enchentes usando botas e luvas. Em caso de ferimento durante ou após uma enchente, deve-se verificar a data da última dose da vacina e, se for necessário, procurar o serviço de saúde/profissional de saúde para avaliar a necessidade de reforço. ( ) Ondas de calor são eventos cada vez mais frequentes e a intensa exposição ao sol pode causar problemas de variados graus de gravidade. Uma pessoa com transpiração, fraqueza, tonturas, desmaios, náuseas, dor de cabeça, cãibras musculares e diarreias pode estar sofrendo de exaustão térmica. No caso de insolação, entre as medidas de primeiros socorros estão a aplicação de compressas de água fria na testa, pescoço, axilas e virilhas e, se possível, deve-se borrifar delicadamente água fria em todo o corpo da pessoa. ( ) No atendimento na unidade de saúde de um paciente de 25 anos, sexo masculino, que enfrentou uma enchente em casa e apresenta doença diarreica aguda, deve-se fazer a avaliação do estado de hidratação do paciente. Constatada a desidratação, deve-se administrar continuamente a solução de sais de reidratação oral, até que desapareçam os sinais de desidratação. No plano de educação em saúde devem constar as medidas de higiene pessoal, domiciliar e dos alimentos. As afirmativas são, respectivamente,",F – V – F – V.,V – F – V – F.,F – V – F – F.,F – V – V – V.,V – F – F – V.,D,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2025,"A transmissao da leptospirose ocorre por contato de mucosas ou pele lesada com agua/lama contaminada por urina de roedores; cuidados com tetano acidental e manejo de exaustao termica/insolacao e reidratacao oral em diarreia aguda sao corretos, exceto a afirmacao de que pele integra elimina totalmente o risco de infeccao.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,40,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Sobre os objetivos e atribuições do Sistema Único de Saúde (SUS), conforme estabelecido pela Lei Orgânica de Saúde (LOS), avalie as afirmativas a seguir. I. Compete ao SUS a fiscalização e a inspeção de alimentos para consumo humano, exceto o de água e bebidas, pois esta fiscalização é de responsabilidade de outro sistema. II. Entre os objetivos do SUS está a assistência às pessoas por intermédio de ações de promoção, proteção e recuperação da saúde, com a realização integrada das ações assistenciais e das atividades preventivas. III. O campo de atuação do SUS inclui a execução de ações de vigilância sanitária, de vigilância epidemiológica, de saúde do trabalhador, de assistência terapêutica integral, inclusive farmacêutica, e de saúde bucal. IV. Compete ao SUS a formulação da política de medicamentos, equipamentos, imunobiológicos e outros insumos de interesse para a saúde e a participação na sua produção. Estão corretas apenas as afirmativas",I e II.,I e III.,"II, III e IV.","I, II e III.","I, III e IV.",C,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,legislacao-do-sus,lei-8080-1990,2025,"A Lei Organica da Saude (Lei no 8.080/1990) inclui, entre o campo de atuacao do SUS, a assistencia terapeutica integral (inclusive farmaceutica) e a vigilancia sanitaria, epidemiologica e do trabalhador (III), alem da execucao de acoes assistenciais e preventivas integradas (II) e a formulacao da politica de medicamentos e insumos (IV); a fiscalizacao de alimentos, agua e bebidas e, sim, competencia do SUS (I e falsa).",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,41,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Auditoria em enfermagem é a avaliação sistemática da qualidade da assistência em enfermagem, verificada por intermédio das anotações no prontuário do paciente e/ou das próprias condições do prontuário. A auditoria surge como a fase final do processo de planejamento da assistência de enfermagem, que é imprescindível à prestação de uma assistência adequada e de qualidade ao indivíduo. Sobre os tipos de auditoria, assinale a afirmativa correta.",Auditoria operacional é feita em 10% dos prontuários de uma instituição para buscar dados que não foram anotados durante a realização da auditoria retrospectiva.,"Auditoria retrospectiva é feita após a alta do paciente, em que se utiliza o prontuário para avaliação, portanto, os dados obtidos não beneficiarão aquele paciente diretamente, mas para auxiliarão na assistência de maneira global.",Auditoria concorrente é feita em 50% dos prontuários de uma instituição para buscar dados que não foram anotados quando foi realizada a auditoria retrospectiva.,Auditoria operacional é feita em 50% dos prontuários de uma instituição para buscar dados que não foram anotados durante a realização da auditoria retrospectiva e dispensa a realização de um plano auditorial.,"Auditoria retrospectiva dispensa a realização de um plano auditorial e a elaboração de um relatório final, pois essas exigências são feitas apenas para a auditoria concorrente ou operacional.",B,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,etica-e-legislacao-em-enfermagem,enfermagem-em-auditoria-resolucao-cofen,2025,"A auditoria retrospectiva e realizada apos a alta do paciente, com base no prontuario ja concluido; seus achados nao beneficiam diretamente aquele paciente, mas subsidiam a melhoria da assistencia de forma global na instituicao.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,42,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O traumatismo cranioencefálico pode provocar condições que variam desde uma concussão leve até o coma e a morte. Sua forma mais grave é conhecida como lesão cerebral traumática (LCT). As causas mais comuns de LCT são as quedas, os acidentes com veículos motorizados, a colisão de objetos e os assaltos. Sobre a assistência do enfermeiro ao paciente com traumatismo cranioencefálico, é correto afirmar que","uma leitura da Escala de Coma de Glasgow entre 3 e 8 é considerada como indicativa de traumatismo cranioencefálico grave, sendo recomendada a intubação orotraqueal.","a Escala de Coma de RASS serve de guia para avaliar o nível de consciência do paciente com base em três critérios: abertura dos olhos, respostas verbais e respostas motoras.","a Escala de Coma de Ramsay serve de guia para avaliar o nível de consciência do paciente com base em três critérios: abertura dos olhos, respostas verbais e respostas motoras.","na Escala de Coma de Glasgow, para avaliar o nível de consciência do paciente, um escore de 15 é menos responsivo, enquanto um escore de 3 é mais responsivo.","na Escala de Coma de RASS, para avaliar o nível de consciência do paciente, um escore de 15 é menos responsivo, enquanto um escore de 3 é mais responsivo.",A,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,urgencia-e-emergencia,atendimento-ao-politraumatizado,2025,"Um escore entre 3 e 8 na Escala de Coma de Glasgow indica rebaixamento importante do nivel de consciencia, compativel com TCE grave e indicacao de via aerea definitiva (intubacao orotraqueal) para protecao das vias aereas.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,43,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Atualmente, câncer é o nome geral dado a um conjunto de mais de 100 doenças que têm em comum o crescimento desordenado de células que tendem a invadir tecidos e órgãos vizinhos. De acordo com a cartilha ABC do Câncer, publicada em 2020 pelo Ministério da Saúde, existem três formas principais de tratamento do câncer: cirurgia, radioterapia e quimioterapia, que podem ser usadas em conjunto, variando apenas quanto à suscetibilidade dos tumores a cada uma das modalidades terapêuticas e à sequência ideal de sua administração. Sobre esses tratamentos, avalie as afirmativas a seguir. I. A radioterapia pré-operatória (prévia ou citorredutora) é o procedimento que antecede a principal modalidade de tratamento, a cirurgia, para reduzir o tumor e facilitar o procedimento operatório. II. A quimioterapia curativa tem a finalidade de curar pacientes com neoplasias malignas para os quais representa o principal tratamento, podendo ou não estar associada à cirurgia e à radioterapia. III. Uma das competências privativas do enfermeiro em quimioterapia antineoplásica é planejar, organizar, supervisionar, executar e avaliar todas as atividades de enfermagem, em pacientes submetidos ao tratamento quimioterápico antineoplásico, categorizando-o como um serviço de alta complexidade. IV. Radioterapia pós-operatória ou pós-quimioterapia (profilática): segue-se à principal modalidade de tratamento, com a finalidade de esterilizar possíveis focos microscópicos do tumor. As afirmativas corretas são","I, III e IV, apenas.","I, II e IV, apenas.","II, III e IV, apenas.","I, II, III e IV.","III e IV, apenas.",D,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,enfermagem-medico-cirurgica,oncologia-modalidades-terapeuticas,2025,"A radioterapia pre-operatoria reduz o tumor antes da cirurgia (I), a quimioterapia curativa visa a cura como tratamento principal (II), competencias privativas do enfermeiro em quimioterapia antineoplasica envolvem todo o processo assistencial (III) e a radioterapia pos-operatoria visa eliminar focos residuais microscopicos (IV) - todas corretas.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,44,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"As recomendações para Suporte Básico de Vida (SBV) e para Suporte Avançado de Vida Cardiovascular (SAVC) estão combinadas nas diretrizes da American Heart Association (AHA) publicadas em 2020. Sobre as principais novas alterações de SBV e SAVC em adultos, avalie as afirmativas a seguir. I. O atendimento do paciente após o retorno da circulação espontânea requer muita atenção à oxigenação, ao controle da pressão arterial, à avaliação da intervenção coronária percutânea, ao controle direcionado de temperatura e ao neuroprognóstico multimodal. II. O acesso intraósseo é a via de primeira escolha de administração de medicação durante a ressuscitação no SAVC. III. Mensurar continuamente a pressão arterial sanguínea e o teor de dióxido de carbono ao final da expiração durante a ressuscitação de SAVC pode ser útil para melhorar a qualidade da reanimação cardiopulmonar. IV. As recomendações anteriores da AHA sobre a administração de epinefrina foram reafirmadas, com ênfase em sua administração mais precoce. As afirmativas corretas são","I, II e III, apenas.","I, III e IV, apenas.","II, III e IV, apenas.","I, II e IV, apenas.","I, II, III e IV.",B,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,urgencia-e-emergencia,parada-cardiorrespiratoria-e-rcp,2025,"As diretrizes AHA 2020 destacam a importancia dos cuidados pos-PCR (I), a monitorizacao continua de pressao arterial e capnografia durante a RCP (III) e reafirmam a administracao precoce de epinefrina (IV); o acesso intravenoso, nao o intraosseo, segue sendo a via de primeira escolha (II e falsa).",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,45,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Uma mulher de 55 anos foi admitida na clínica médica de um hospital com um quadro grave de crise hipertensiva já estabilizado, mas ainda em uso de medicações venosas. Ao exame físico, o enfermeiro identifica a presença de uma fístula arteriovenosa no membro superior direito com frêmito tátil para as sessões de hemodiálise e a necessidade de um novo acesso venoso periférico. Em relação ao atendimento a essa paciente, é correto afirmar que","o enfermeiro deve realizar a punção venosa para a administração das medicações anti-hipertensivas no membro superior direito, já que essa prática não afeta o acesso para hemodiálise.","o enfermeiro deve ter cautela com os acessos periféricos no membro superior direito, que apresenta a fístula arteriovenosa, mas devido à necessidade de controle rigoroso da pressão arterial, a medição deve ser alternada entre os membros superiores.",o enfermeiro deve realizar a punção venosa na própria fístula para não sobrecarregar a rede venosa da paciente.,"o membro superior direito pode ser utilizado para a punção venosa, desde que a veia escolhida seja próxima da fístula arteriovenosa.","o enfermeiro deve evitar a punção venosa e a medição da pressão arterial no membro com a fístula arteriovenosa, preferindo realizar esses procedimentos no membro superior esquerdo.",E,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,enfermagem-medico-cirurgica,metodos-dialiticos,2025,"Em pacientes com fistula arteriovenosa para hemodialise, puncoes venosas e afericao de pressao arterial devem ser evitadas no membro da fistula, para preservar o acesso vascular, sendo o membro contralateral a opcao adequada.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,46,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Em uma unidade de emergência o enfermeiro de plantão atende um paciente de 58 anos, sexo masculino, com queixa de dor torácica que irradia para o membro superior esquerdo, apresentando pele fria, pálida e úmida, frequência cardíaca e frequência respiratória aumentadas, quando comparadas ao padrão normal para a faixa etária. Sobre esse atendimento, avalie as afirmativas a seguir. I. No exame físico o enfermeiro deve avaliar o nível de consciência, as bulhas cardíacas, a pressão arterial, os pulsos periféricos, auscultar os campos pulmonares, avaliar a motilidade intestinal, observar o débito urinário e verificar a existência de edema. II. O enfermeiro deve coletar dados iniciais sobre o estado atual do paciente e compará-los com a evolução do quadro clínico. Isso inclui investigar a história de dor ou desconforto torácico, dispneia, palpitações, fadiga incomum, síncope ou outros sinais que possam indicar isquemia miocárdica. III. O enfermeiro deve realizar um exame mais focado em sinais e sintomas relacionados às doenças do aparelho respiratório, como a asma, e solicitar ao médico prescrição de broncodilatadores para melhorar a dor torácica e os sinais vitais alterados. Está correto apenas o que se afirma em",I e III.,II e III.,III.,I.,I e II.,E,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,urgencia-e-emergencia,emergencias-cardiovasculares,2025,"O quadro descrito (dor toracica irradiada, sudorese fria, taquicardia/taquipneia) sugere sindrome coronariana aguda; a conduta de enfermagem envolve exame fisico completo e coleta sistematica da historia de sintomas sugestivos de isquemia miocardica, sem direcionar a investigacao para causas respiratorias como a asma.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,47,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A Resolução Cofen nº 710/2022 atualiza a norma técnica referente à atuação da equipe de enfermagem no processo de doação, captação e transplante de órgãos, tecidos e células. Sobre essa atuação, avalie as afirmativas a seguir. I. Compete privativamente ao enfermeiro planejar, coordenar, executar, supervisionar e avaliar as ações do técnico de enfermagem, prestadas ao doador vivo ou falecido, a seus familiares e ao receptor, bem como ao material biológico para fins de transplante. II. A entrevista familiar, com a finalidade de doação de órgãos, tecidos e células, compete à equipe de enfermagem, podendo ser realizada pelo técnico de enfermagem ou enfermeiro. III. A assistência de enfermagem no processo de doação, captação e transplante de órgãos, tecidos e células deve seguir protocolos institucionais baseados em evidências científicas, conforme legislação vigente. Está correto o que se afirma em","I e II, apenas.","II e III, apenas.","I e III, apenas.","II, apenas.","I, II e III.",C,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,enfermagem-medico-cirurgica,doacao-e-transplante-de-orgaos,2025,"O planejamento, a execucao e a avaliacao do cuidado de enfermagem ao doador e ao receptor sao competencias privativas do enfermeiro (I), e a assistencia deve seguir protocolos institucionais baseados em evidencias (III); ja a entrevista familiar sobre doacao de orgaos e atribuicao privativa do enfermeiro, nao podendo ser realizada pelo tecnico de enfermagem, o que torna a afirmativa II incorreta.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,48,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"No contexto do gerenciamento de enfermagem em serviços de saúde, a atuação do enfermeiro gestor envolve a coordenação de processos que assegurem a qualidade da assistência e o bom funcionamento das equipes. Além de liderar a equipe de enfermagem, o enfermeiro desempenha a função de gerenciar estratégias de educação continuada, avaliar o desempenho dos profissionais e garantir o dimensionamento adequado do pessoal, conforme as necessidades assistenciais. Para assegurar a eficácia na gestão do processo de trabalho de enfermagem, é essencial que o enfermeiro compreenda as especificidades da liderança, avalie as condições organizacionais e aplique parâmetros técnicos na definição da carga de trabalho. Com base nesse contexto, avalie as afirmativas a seguir. I. Para que uma organização efetive a avaliação de desempenho como estratégia de desenvolvimento pessoal, é necessário que seja feito o diagnóstico situacional, ou seja, devem ser conhecidas a filosofia da organização, a dinâmica organizacional e as características dos recursos humanos. II. A estrutura administrativa que tem a educação continuada vinculada técnica e administrativamente ao departamento de enfermagem favorece para que a educação continuada tenha coordenação própria, autoridade nas próprias decisões e comunicação horizontal com as demais divisões. III. Considerando os parâmetros para o dimensionamento de enfermagem presentes no Parecer Normativo nº 1/2024 do Cofen, para efeito de cálculo, deverá ser observada a cláusula contratual adotada quanto a Carga Horária Semanal (CHS), a Taxa de Ocupação (TO) da Unidade de Internação e o Índice de Segurança Técnica (IST) de, no mínimo, 15% do total, dos quais 8,3% são referentes a férias e 6,7%, a ausências não previstas. Está correto o que se afirma em","I, apenas.","I e II, apenas.","I e III, apenas.","II e III, apenas.","I, II e III.",E,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,administracao-em-enfermagem,dimensionamento-de-pessoal-de-enfermagem,2025,"O diagnostico situacional previo (I), a autonomia e a comunicacao horizontal da educacao continuada vinculada ao departamento de enfermagem (II) e os parametros de dimensionamento previstos no Parecer Normativo Cofen no 1/2024 - CHS, TO e IST minimo de 15% (III) - estao todos corretos.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,49,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A RDC nº 222, de 28 de março de 2018, que regulamenta as boas práticas de gerenciamento dos Resíduos de Serviços de Saúde (RSS), pretende minimizar os riscos inerentes ao gerenciamento de resíduos no país no que diz respeito à saúde humana e animal, bem como à proteção ao meio ambiente e aos recursos naturais renováveis. Tendo por base essa RDC, assinale a afirmativa correta sobre o gerenciamento dos Resíduos de Serviços de Saúde (RSS).","Os sacos para o acondicionamento de RSS do grupo A devem ser substituídos ao atingirem o limite de 2/3 de sua capacidade ou então a cada 48 horas, independentemente do volume, visando ao conforto ambiental e à segurança dos usuários e profissionais.",O esvaziamento ou reaproveitamento dos sacos podem ser feitos quando não houver sacos suficientes na instituição.,"Os sacos contendo RSS do grupo A de fácil putrefação devem ser substituídos no máximo a cada 48 horas, independentemente do volume.",Os RSS do grupo A que não precisam ser obrigatoriamente tratados e os RSS após o tratamento são considerados rejeitos e devem ser acondicionados em saco preto.,Os RSS do grupo A que obrigatoriamente precisam ser tratados devem ser acondicionados em sacos pretos.,A,enfermeiro,fgv,concurso-publico-ebserh-assistencial-edital-3-2024,biosseguranca,gerenciamento-de-residuos-de-servicos-de-saude,2025,"Pela RDC no 222/2018, os sacos para residuos do grupo A devem ser substituidos ao atingirem 2/3 da capacidade ou a cada 48 horas, o que ocorrer primeiro, independentemente do volume, por questoes de seguranca e conforto ambiental.",Empresa Brasileira de Serviços Hospitalares (EBSERH),Concurso Público EBSERH Edital 03/2024 — Enfermeiro (Grupo Enfermagem),,50,,,ACTIVE,banco-de-questoes-enfermagem,1.0
