statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
"Cargo público é aquele criado por lei, com denominação própria, quantitativos e vencimentos certos; é o conjunto de atribuições e responsabilidades previstas na estrutura organizacional da Administração Pública. Considerando o conceito anterior, analise as afirmativas a seguir.
I. A Lei nº 5.810/1994 ensina que a nomeação será feita em caráter efetivo para os cargos de livre nomeação e exoneração, assim declarados em Lei.
II. De acordo com a Lei nº 5.810/1994 é vedada a nomeação daqueles que tenham sido condenados por crimes de violência doméstica e familiar contra mulher, com sentença transitada em julgado.
III. O Regime Jurídico Único dos Servidores Públicos do Estado do Pará prevê expressamente que o candidato que compõe o quadro de servidores públicos estadual terá preferência na ordem de classificação e, persistindo a igualdade, terá preferência aquele servidor que contar com maior tempo de serviços públicos prestados ao Estado.
IV. É defeso na Lei nº 5.810/1994 que o exercício do cargo terá início dentro do prazo de trinta e cinco dias, contados da data da posse, quando se tratar de nomeação; e quarenta e cinco dias da data da publicação oficial do ato nos demais casos; sendo vedada a prorrogação destes prazos.
V. É garantido ao servidor público do Estado do Pará ausentar-se para estudo ou missão de qualquer natureza, com ou sem vencimentos, mediante prévia autorização ou designação do titular do órgão em que servir; quando tal ausência causar ônus aos cofres públicos estaduais, o servidor deverá prestar serviços ao Estado do Pará, por período igual aquele em que esteve ausente.
VI. A Lei nº 5.810/1994 determina que o término do estágio probatório importa no reconhecimento da estabilidade de ofício; porém, ficará dispensado do estágio probatório o servidor que tiver exercido o mesmo cargo público em que já tenha sido avaliado.
Está correto o que se afirma apenas em","A) I, II e III.","B) I, III e IV.","C) II, V e VI.","D) III, IV e VI.","E) II, III, V e VI.",E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-municipal-e-institucional,regime-juridico-dos-servidores-do-para-lei-5810-1994,2023,"Estão corretas as afirmativas II, V e VI, referentes à vedação de nomeação de condenados por violência doméstica, ao direito de ausência para estudo com contrapartida de serviço e à dispensa de estágio probatório para quem já foi avaliado no mesmo cargo, conforme a Lei nº 5.810/1994.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,5,12,,,ACTIVE,banco-de-questoes-enfermagem,1.0
Os bancos de dados relacionais são bastante utilizados em empresas para armazenar informações. Podemos afirmar que uma “chave primária” em um banco de dados relacional trata-se de uma coluna,A) que armazena anotações adicionais sobre os registros em uma tabela.,"B) secundária, que classifica os registros em ordem alfabética ou numérica.",C) que armazena informações sensíveis e criptografadas para garantir a segurança dos dados.,"D) que pode conter valores repetidos, mas que é usada para otimizar consultas complexas em grandes tabelas.","E) que contém valores únicos para cada registro em uma tabela, garantindo a integridade referencial entre elas.",E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,informatica,bancos-de-dados-relacionais,2023,"A chave primária é a coluna (ou conjunto de colunas) que contém valores únicos para cada registro de uma tabela, garantindo a integridade referencial do banco de dados relacional.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,7,19,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Considerando a Lei nº 8.142/1990, o Conselho de Saúde é um órgão colegiado composto por representantes do governo, prestadores de serviço, profissionais de saúde e usuários que atuam na formulação de estratégias e no controle da execução da política de saúde na instância correspondente, inclusive nos aspectos econômicos e financeiros. Sobre a composição deste Conselho, assinale a afirmativa correta.",A) 30% dos membros são representantes de trabalhadores.,B) 25% dos membros são representantes de prestadores de serviço e gestores.,"C) 30% dos membros são representantes de entidades de profissionais de saúde, incluída a comunidade científica da área de saúde.","D) 25% dos membros são representantes de entidades e dos movimentos sociais de usuários do SUS, escolhidos em processo eleitoral direto.","E) 75% dos membros são representantes de entidades de prestadores de serviços de saúde, entidades empresariais com atividade na área de saúde e pelos representantes do governo.",B,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-do-sus,lei-8142-1990-e-controle-social,2023,"A composição paritária dos Conselhos de Saúde estabelece 25% dos membros como representantes de prestadores de serviço e gestores, conforme a Resolução 453/2012 que regulamenta a Lei 8.142/1990.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,9,26,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Com base na Lei nº 12.846/2013, conhecida como Lei Anticorrupção, que dispõe sobre a responsabilização administrativa e civil de pessoas jurídicas pela prática de atos contra a Administração Pública, marque V para as afirmativas verdadeiras e F para as falsas.
( ) É condição primordial e indispensável para a incidência das regras desta normativa que a pessoa jurídica tenha sua constituição formal com registro na junta comercial da cidade onde se localiza.
( ) A comissão designada para apuração da responsabilidade de pessoa jurídica, após a conclusão do procedimento administrativo, dará conhecimento ao Ministério Público de sua existência, para apuração de eventuais delitos.
( ) A normativa defende em seus dispositivos a possibilidade da realização de desconsideração da personalidade jurídica, quando ela for utilizada com abuso de direito para facilitar, encobrir ou dissimular a prática dos atos ilícitos.
( ) Tal normativa determina que no processo administrativo para apuração de responsabilidade será concedido à pessoa jurídica prazo de trinta dias para defesa, contados a partir da publicação da decisão em diário oficial.
A sequência está correta em","A) V, V, F, F.","B) V, F, F, V.","C) V, F, V, F.","D) F, F, V, V.","E) F, V, V, F.",E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-municipal-e-institucional,lei-anticorrupcao-12846-2013,2023,"A Lei Anticorrupção não exige registro em junta comercial como condição de incidência (F); prevê comunicação ao MP (V); prevê desconsideração da personalidade jurídica em caso de abuso de direito (V); e prevê prazo de trinta dias para defesa (V), resultando em F, V, V, V — a alternativa oficial correta é a “e”: F, V, V, F, conforme gabarito.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,5,11,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Considerando que compreender as diferenças entre epidemia e endemia é essencial para os esforços de controle e prevenção de doenças em diferentes regiões do mundo, relacione adequadamente as colunas a seguir.
1. Epidemia.
2. Endemia.
( ) Geralmente está associada a uma rápida disseminação do agente causador da doença.
( ) Os casos de doenças se mantêm em níveis esperados para determinada localidade e período.
( ) É ilimitada no tempo.
( ) Pode ser impulsionada pela falta de imunização adequada.
A sequência está correta em","A) 1, 1, 2, 2.","B) 1, 2, 1, 2.","C) 1, 2, 2, 1.","D) 2, 1, 1, 1.","E) 2, 1, 2, 1.",C,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-coletiva,epidemiologia-basica-e-bioestatistica,2023,"A epidemia associa-se à rápida disseminação (1) e pode ser impulsionada pela falta de imunização (1); a endemia mantém casos em níveis esperados (2) e é ilimitada no tempo (2), resultando na sequência 1, 2, 2, 1.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,10,31,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O diabetes mellitus tipo 1 (DM1) se caracteriza pela destruição das células beta-pancreáticas, determinando deficiência na secreção de insulina. O diagnóstico de DM1 é, geralmente, realizado em pacientes jovens com sinais e sintomas de hiperglicemia grave, tais como: poliúria; polidipsia; polifagia; noctúria; e,",A) perda de peso inexplicada.,B) alterações no sistema renal.,C) alterações no sistema visual.,D) alterações no sistema cardiovascular.,E) ganho de peso de maneira lentificada.,A,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-do-adulto,pe-diabetico-e-doencas-cronicas,2023,"A perda de peso inexplicada é um dos sinais clássicos de hiperglicemia grave associados ao diagnóstico de diabetes mellitus tipo 1, junto com poliúria, polidipsia, polifagia e noctúria.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,14,49,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A Lei Federal nº 8.429/1992 (Lei de Improbidade Administrativa – LIA) e suas alterações classificaram os atos de improbidade administrativa em categorias distintas: os atos que geram enriquecimento ilícito; que causam prejuízo ao erário; e, que violam os princípios da Administração Pública. Na LIA, considera-se ato que gera enriquecimento ilícito quando o agente",A) deixa de prestar contas quando é obrigado a fazê-lo.,B) permite ou facilita a aquisição de bem ou serviço por preço superior ao de mercado.,C) ordena ou permite a realização de despesas não autorizadas em lei ou regulamento.,"D) utiliza, em obra ou serviço particular, qualquer bem móvel, de propriedade ou à disposição da Administração Pública.",E) libera verba pública sem a estrita observância das normas pertinentes ou contribui para que sua aplicação se dê de forma irregular.,D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-municipal-e-institucional,lei-de-improbidade-administrativa-8429-1992,2023,"Utilizar, em obra ou serviço particular, bem móvel de propriedade ou à disposição da Administração Pública, é conduta expressamente tipificada na LIA como ato de improbidade que gera enriquecimento ilícito.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,5,13,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Em 24 de janeiro de 2023, foi anunciado que o Ministério da Saúde daria início à distribuição de testes rápidos para o apoio ao diagnóstico da hanseníase no SUS. Trata-se de um teste imunocromatográfico capaz de determinar de forma qualitativa a presença de anticorpos IgM anti-Mycobacterium leprae em amostras biológicas de soro, plasma ou sangue total; a determinação do resultado é realizada por análise visual, devendo ser interpretado em tempo inferior ou igual a _________ minutos.",A) 5,B) 10,C) 15,D) 20,E) 30,D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2023,O teste rápido para hanseníase deve ser interpretado visualmente em tempo inferior ou igual a 30 minutos após sua aplicação.,Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,14,47,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A Política Nacional de Práticas Integrativas e Complementares (PNPIC) no Sistema Único de Saúde (SUS) é um conjunto de normativas e diretrizes que visam incorporar e implementar as Práticas Integrativas e Complementares (PICS) no SUS. Atualmente, contribui para a ampliação das abordagens de cuidado e das possibilidades terapêuticas para os usuários, garantindo uma maior integralidade e resolutividade da atenção à saúde, o número total de práticas:",A) 10,B) 15,C) 20,D) 29,E) 35,D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-do-sus,politica-nacional-de-praticas-integrativas-e-complementares-pnpic,2023,"Atualmente, o Ministério da Saúde reconhece 29 práticas integrativas e complementares no âmbito da PNPIC/SUS.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,10,32,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Texto-base (fragmento): ""Procrastinação: entenda essa inimiga. E livre-se dela."" Adiar tarefas importantes em prol de atividades inúteis é uma tendência universal, com raízes biológicas. A frase 'O homem que adia o trabalho está sempre a lutar com desastres' é da obra 'Os trabalhos e os dias', do poeta grego Hesíodo. O texto discute causas biológicas, psicológicas e sociais da procrastinação, citando a neurocientista Claudia Feitosa-Santana e o professor Joseph Ferrari, além de estratégias para vencer o hábito de adiar tarefas. (Bruno Carbinatto. Disponível em: https://vocesa.abril.com.br. Acesso em: 20/07/2023. Fragmento.)

Na oração “[...] a atenção faz o trabalho prosperar [...]” (3º§), o verbo “fazer” concorda com o sujeito em número e pessoa. Assinale a afirmativa cuja concordância NÃO segue tal regra.",A) Os colaboradores fizeram duras críticas ao palestrante.,B) Fazem sentido os questionamentos abordados durante a reunião.,C) O cumprimento das tarefas faz com que a vida profissional esteja organizada.,D) Aquele que não fez o que foi determinado ficou com o tempo comprometido.,E) Os profissionais calculam que faz oito meses que os planejamentos são cumpridos.,E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,portugues,concordancia-verbal-e-nominal,2023,"O verbo “fazer” indicando tempo decorrido é impessoal e deve permanecer na 3ª pessoa do singular; em “Fazem sentido os questionamentos”, o verbo foi incorretamente flexionado no plural, violando a regra de concordância.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,4,8,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O câncer de próstata trata-se de um tumor que afeta a próstata, glândula localizada abaixo da bexiga e que envolve a uretra. É o mais frequente entre os homens depois do câncer de pele. São consideradas manifestações clínicas mais comuns neste tipo de câncer, EXCETO:",A) Dificuldade de urinar.,B) Diminuição do jato urinário.,C) Presença de secreção purulenta na urina.,D) Demora em iniciar ou finalizar o jato urinário.,E) Necessidade de urinar mais vezes durante o dia ou a noite.,C,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-do-adulto,oncologia-assistencia-de-enfermagem,2023,"A presença de secreção purulenta na urina não é uma manifestação clínica típica do câncer de próstata, diferentemente da dificuldade urinária, diminuição do jato, demora em iniciar/finalizar a micção e aumento da frequência urinária.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,14,50,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O processo de auditoria em enfermagem pode ser classificado, dentre outros, quanto ao método. Em relação à auditora retrospectiva é correto afirmar, EXCETO:",A) É realizada através do prontuário.,B) Avalia resultados e corrige as falhas.,C) Não permite saber se algo foi feito e não foi anotado.,D) Beneficia a assistência de maneira global e não beneficia o paciente diretamente.,"E) Trata-se da auditoria realizada até o dia anterior ao início do processo, independentemente se o paciente já recebeu alta ou se permanece internado.",E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,etica-e-legislacao-em-enfermagem,enfermagem-em-auditoria-resolucao-cofen,2023,"A alternativa incorreta é a “e”: a auditoria retrospectiva é realizada após a alta do paciente, com base no prontuário já concluído, e não “até o dia anterior ao início do processo”, definição que não corresponde ao conceito de retrospectiva.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,12,38,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A Teoria Clássica da Administração, idealizada por Henri Fayol, define como sendo funções administrativas o planejamento, a organização, o comando, a coordenação e o controle. São considerados princípios gerais desta Teoria, EXCETO:",A) Iniciativa.,B) Disciplina.,C) Planejamento.,D) Espírito de equipe.,E) Divisão do trabalho.,C,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,administracao-em-enfermagem,enfermeiro-gestor,2023,"“Planejamento” é uma função administrativa da Teoria Clássica de Fayol, e não um dos 14 princípios gerais de administração (que incluem iniciativa, disciplina, espírito de equipe e divisão do trabalho).",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,12,40,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O Estatuto da Criança e do Adolescente (ECA) é uma lei brasileira que garante direitos e proteção integral às pessoas com até 18 anos, promovendo seu desenvolvimento saudável e inclusão social. De acordo com tal legislação, a consequência máxima para o ato infracional praticado por um adolescente de acordo com o Estatuto da Criança e do Adolescente é:",A) Liberdade assistida pelo período máximo de dois anos.,B) Medida socioeducativa de semiliberdade pelo período máximo de três anos.,C) Advertência e prestação de serviços à comunidade pelo período de seis meses.,D) Internação em estabelecimento educacional pelo período máximo de cinco anos.,E) Medida socioeducativa de internação em estabelecimento educacional pelo período máximo de três anos.,E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-da-crianca-e-do-adolescente,estatuto-da-crianca-e-do-adolescente-eca,2023,"A medida socioeducativa mais grave prevista no ECA é a internação em estabelecimento educacional, que não pode exceder o período máximo de três anos.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,9,25,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Texto-base (fragmento): ""Procrastinação: entenda essa inimiga. E livre-se dela."" Adiar tarefas importantes em prol de atividades inúteis é uma tendência universal, com raízes biológicas. A frase 'O homem que adia o trabalho está sempre a lutar com desastres' é da obra 'Os trabalhos e os dias', do poeta grego Hesíodo. O texto discute causas biológicas, psicológicas e sociais da procrastinação, citando a neurocientista Claudia Feitosa-Santana e o professor Joseph Ferrari, além de estratégias para vencer o hábito de adiar tarefas. (Bruno Carbinatto. Disponível em: https://vocesa.abril.com.br. Acesso em: 20/07/2023. Fragmento.)

No título do texto – “Procrastinação: entenda essa inimiga. E livre-se dela.”, os verbos expressam o sentido de:",A) Ações reais que ocorrem no presente.,B) Supostas ações que ainda não são tidas como reais.,C) Ações futuras que ocorrerão em momento posterior.,"D) Ações que indicam ordem; no entanto, estão diretamente relacionadas a uma negação.",E) Ações associadas a dar um conselho ou uma ordem que fazem parte de uma afirmação.,E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,portugues,sintaxe,2023,"Os verbos “entenda” e “livre-se” estão no modo imperativo, associados a um conselho/ordem dado ao leitor, o que caracteriza a alternativa “e”.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,3,2,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Sobre os comandos do MS-DOS, analise as afirmativas a seguir.
I. MKDIR ou MD: cria um novo diretório (pasta) no sistema de arquivos do MS-DOS.
II. DIR: exibe uma estrutura em árvore de diretórios e subdiretórios.
III. MODIFY: renomeia arquivos ou diretórios.
IV. RD: remove apenas um diretório vazio e não pode ser empregado para excluir diretórios com conteúdo.
Está correto o que se afirma apenas em",A) I e II.,B) I e IV.,C) II e III.,D) III e IV.,"E) I, II e III.",B,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,informatica,microsoft-windows,2023,"As afirmativas I e IV estão corretas: MKDIR/MD cria diretórios e RD remove apenas diretórios vazios. A II é falsa, pois quem exibe a estrutura em árvore é o comando TREE (não o DIR, que apenas lista o conteúdo do diretório atual); a III é falsa, pois o comando de renomear é RENAME/REN, não MODIFY (comando inexistente no MS-DOS).",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,6,16,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A Lei nº 8.142/1990 dispõe sobre a participação da comunidade na gestão do Sistema Único de Saúde (SUS) e sobre as transferências intergovernamentais de recursos financeiros na área da saúde e dá outras providências. A partir da análise do artigo 4º de tal normativa, para receberem os recursos do Fundo Nacional de Saúde (FNS), os Municípios, os Estados e o Distrito Federal deverão contar com:
I. Fundo de saúde.
II. Conselho de saúde, com composição paritária.
III. Plano de saúde.
IV. Orçamento participativo.
V. Contrapartida de recursos para a saúde no respectivo orçamento.
VI. Comissão do Planejamento Estratégico (CPE).
Está correto o que se afirma apenas em","A) IV, V e VI.","B) I, II, III e V.","C) I, II, III e IV.","D) I, III, IV e V.","E) II, III, IV e VI.",B,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,legislacao-do-sus,lei-8142-1990-e-controle-social,2023,"O art. 4º da Lei 8.142/1990 exige, para o recebimento dos recursos do FNS: fundo de saúde (I), conselho de saúde com composição paritária (II), plano de saúde (III) e contrapartida de recursos no orçamento (V), estando corretas I, II, III e V.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,7,21,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O Programa Nacional de Imunizações (PNI) do Brasil contempla os Centros de Referência para Imunobiológicos Especiais (CRIEs). Os profissionais de saúde também são contemplados pelos CRIEs e devem ser protegidos das doenças infecciosas por intermédio da vacinação. Em relação à vacinação dos profissionais de saúde contra a hepatite B, assinale a afirmativa INCORRETA.","A) O esquema vacinal pré-exposição corresponde a três doses: 0; 1; e, 6 meses.",B) Os profissionais de saúde que já tiveram hepatite B também devem ser vacinados.,"C) Toda dose administrada deve ser considerada, complementando-se o esquema em caso de interrupção.","D) Recomenda-se a sorologia entre um a dois meses após a última dose do esquema vacinal, para verificar se houve resposta satisfatória à vacina para todos os profissionais.","E) Para a Profilaxia Pós-Exposição (PEP) ocupacional a material biológico, o profissional já vacinado com as doses recomendadas e resposta vacinal conhecida e adequada não precisa receber a vacina.",B,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,imunizacao,calendario-nacional-de-vacinacao,2023,"A alternativa incorreta é a “b”: profissionais que já tiveram hepatite B (e, portanto, já possuem imunidade natural) não precisam ser vacinados contra a doença.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,12,41,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Texto-base (fragmento): ""Procrastinação: entenda essa inimiga. E livre-se dela."" Adiar tarefas importantes em prol de atividades inúteis é uma tendência universal, com raízes biológicas. A frase 'O homem que adia o trabalho está sempre a lutar com desastres' é da obra 'Os trabalhos e os dias', do poeta grego Hesíodo. O texto discute causas biológicas, psicológicas e sociais da procrastinação, citando a neurocientista Claudia Feitosa-Santana e o professor Joseph Ferrari, além de estratégias para vencer o hábito de adiar tarefas. (Bruno Carbinatto. Disponível em: https://vocesa.abril.com.br. Acesso em: 20/07/2023. Fragmento.)

No trecho “Os primatas do gênero Homo, que deram origem à nossa espécie, evoluíram por dois milhões de anos em ambiente selvagem.” (10º§), o uso do acento grave indicador de crase é facultativo como em:",A) Os colaboradores chegam ao trabalho até às 8h.,B) Todos que foram à palestra voltaram satisfeitos.,"C) O gestor não se referia a esta situação, mas à sua.",D) A empresa encerra o trabalho mais cedo às sextas-feiras.,E) Àquele funcionário foi dada nova oportunidade para juntar-se ao grupo.,A,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,portugues,crase,2023,"A crase é facultativa antes de horas determinadas quando precedida de preposição “até”, como em “até às 8h”, assim como no caso de “à nossa espécie” (crase facultativa antes de pronome possessivo feminino).",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,4,7,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Texto-base (fragmento): ""Procrastinação: entenda essa inimiga. E livre-se dela."" Adiar tarefas importantes em prol de atividades inúteis é uma tendência universal, com raízes biológicas. A frase 'O homem que adia o trabalho está sempre a lutar com desastres' é da obra 'Os trabalhos e os dias', do poeta grego Hesíodo. O texto discute causas biológicas, psicológicas e sociais da procrastinação, citando a neurocientista Claudia Feitosa-Santana e o professor Joseph Ferrari, além de estratégias para vencer o hábito de adiar tarefas. (Bruno Carbinatto. Disponível em: https://vocesa.abril.com.br. Acesso em: 20/07/2023. Fragmento.)

Os elementos coesivos desempenham funções primordiais na construção das relações semânticas. No trecho “O vício de adiar até o último momento não afeta todo mundo de maneira igual. ‘Embora todo mundo procrastine, nem todo mundo é um procrastinador’, diz Joseph Ferrari, professor de psicologia da Universidade de Chicago (EUA).” (13º§), o operador argumentativo “embora” estabelece, entre as duas orações, uma relação:",A) Adicional.,B) Explicativa.,C) Concessiva.,D) Conclusiva.,E) Condicional.,C,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,portugues,coesao-e-conectivos,2023,"“Embora” é conjunção concessiva, introduzindo uma ideia que contrasta com a oração principal sem impedir sua realização, caracterizando relação concessiva.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,4,9,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"A atuação do enfermeiro em auditoria inclui a análise e avaliação da qualidade da assistência prestada aos pacientes, a identificação de problemas e oportunidades de melhoria nos processos de trabalho e a participação em programas de monitoramento e avaliação de indicadores de saúde. Considerando que a Resolução Cofen nº 720/2023 atualizou as normas sobre a atuação do enfermeiro em auditoria, assinale a afirmativa INCORRETA.",A) A auditoria é uma atividade privativa do enfermeiro especialista na área.,"B) É considerado enfermeiro em auditoria o enfermeiro generalista que atua em serviços de auditoria, conforme legislação vigente.","C) O enfermeiro pode instituir empresa prestadora de serviço de auditoria e afins; porém, deve registrá-la no Conselho Regional de Enfermagem de sua jurisdição.","D) O enfermeiro pode solicitar acesso aos protocolos assistenciais do prestador de serviços, com o objetivo de constatar o resultado da assistência prestada; porém, a ele é vedada a retirada dos prontuários ou cópias da instituição, conforme regras da Lei Geral de Proteção de Dados (LGPD).","E) O enfermeiro, enquanto integrante de equipe multiprofissional de auditoria, pode solicitar esclarecimentos para a equipe multiprofissional sobre fatos que interfiram na clareza e objetividade dos registros, com a finalidade de coibir interpretações equivocadas sobre a assistência prestada, bem como que possam gerar glosas indevidas.",A,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,etica-e-legislacao-em-enfermagem,enfermagem-em-auditoria-resolucao-cofen,2023,"A alternativa incorreta é a “a”: a Resolução Cofen 720/2023 não exige que o enfermeiro seja especialista para atuar em auditoria, admitindo expressamente a atuação do enfermeiro generalista nesse serviço.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,11,36,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O teste para a quantificação da carga viral do HIV (CV-HIV) visa o monitoramento da evolução clínica das pessoas infectadas pelo vírus da Aids. Para pessoas vivendo com o HIV em seguimento clínico, tendo por objetivo confirmar continuidade da supressão viral e adesão do paciente, a frequência de solicitação deste exame indicada pelo Ministério da Saúde é a cada:",A) 2 meses.,B) 4 meses.,C) 6 meses.,D) 10 meses.,E) 24 meses.,C,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-do-adulto,assistencia-de-enfermagem-ao-paciente-com-hiv-aids,2023,O Ministério da Saúde recomenda a solicitação da carga viral do HIV a cada 6 meses para pessoas em seguimento clínico com o objetivo de confirmar a continuidade da supressão viral.,Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,13,45,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"O Sistema de Informação de Agravos de Notificação (Sinan) foi desenvolvido entre 1990 e 1993, e regulamentado em 1998, por meio da Portaria nº 1.882/1997, tornando obrigatória a alimentação regular da base de dados nacional pelos Municípios, Estados e Distrito Federal. Sobre o Sinan, assinale a afirmativa INCORRETA.",A) A entrada de dados ocorre pela utilização de formulários padronizados.,B) A ficha de notificação deve ser utilizada também para o registro de notificação negativa de casos.,C) É facultado aos Municípios e Estados incluir outros importantes problemas de saúde em sua região.,D) É alimentado unicamente pela notificação de doenças e agravos confirmados que constam da Lista Nacional de Doenças de Notificação Compulsória.,"E) Os recursos do Piso de Assistência Básica (PAB) serão suspensos, caso os munícipios não alimentem o banco de dados do Sinan por dois meses consecutivos.",D,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,saude-coletiva,sistemas-de-informacao-em-saude-sinan-sim,2023,"A alternativa incorreta é a “d”: o Sinan é alimentado não apenas por casos confirmados, mas também por casos suspeitos das doenças e agravos de notificação compulsória, sendo incorreto restringir a alimentação apenas a casos confirmados.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,11,34,,,ACTIVE,banco-de-questoes-enfermagem,1.0
"Na formatação de um texto, deverá ser criada uma tabela no Word 2013 com 3 colunas e 5 linhas. Para realizar esta tarefa, é necessário clicar em:","A) “Formatar” e selecionar “Tabela”; em seguida, escolher “Desenhar Tabela”.","B) “Layout da Página” e selecionar “Tabela”; em seguida, escolher “Criar Tabela”.","C) “Design” e selecionar “Tabela de Conteúdo”; em seguida, escolher “Nova Tabela”.","D) “Tabela” e selecionar “Tabela de Conteúdo”; em seguida, escolher “Sumário Automático”.","E) “Inserir” e selecionar “Tabela”; em seguida, sobre a grade, escolher o número de colunas e linhas desejadas para criar a tabela.",E,enfermeiro,instituto-consulplan,concurso-publico-sespa-edital-01-2023,informatica,microsoft-word,2023,"No Word 2013, a inserção de tabelas é feita pela guia “Inserir”, opção “Tabela”, selecionando na grade o número de colunas e linhas desejado.",Secretaria de Estado de Saúde Pública do Pará (SESPA),Enfermeiro,6,17,,,ACTIVE,banco-de-questoes-enfermagem,1.0
