statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version
"De acordo com a Resolução nº 553/2017 do Conselho Nacional de Saúde, que dispõe sobre a carta dos direitos e deveres da pessoa usuária da saúde, assinale a alternativa incorreta.","Toda pessoa tem direito, em tempo hábil, ao acesso a bens e serviços ordenados e organizados para garantia da promoção, prevenção, proteção, tratamento e recuperação da saúde","Cada pessoa possui direito de ser acolhida no momento em que chegar ao serviço e conforme sua necessidade de saúde e especificidade, independentemente de senhas ou procedimentos burocráticos, respeitando as prioridades garantidas em lei",O acesso se dará preferencialmente nos serviços de atenção secundária,"Nas situações de urgência e emergência, qualquer serviço de saúde deve receber e cuidar da pessoa bem como encaminhá-la para outro serviço no caso de necessidade",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,carta-dos-direitos-e-deveres-da-pessoa-usuaria-da-saude,2022,Resolução CNS 553/2017 dispõe sobre direitos e deveres do usuário; alternativa C.,,,8,39,,norma:res-cns-553-2017; direitos usuarios; conselho nacional de saude; carta; difficulty:Média,ACTIVE,,
"No que diz respeito à gestão de pessoal e as normas previstas na Resolução nº 63 de 2011 da Diretoria Colegiada da Agência Nacional de Vigilância Sanitária, assinale a alternativa correta.","As exigências referentes aos recursos humanos do serviço de saúde incluem profissionais de nível superior, apenas, podendo ser de quadro próprio ou terceirizado","Não há necessidade dos disponibilização dos registros de formação e qualificação dos profissionais, desde que desempenhem adequadamente as suas funções",O serviço de saúde deve possuir equipe multiprofissional dimensionada de acordo com seu perfil de demanda,O serviço de saúde deve promover a capacitação de seus profissionais durante e após o início das atividades e de forma permanente em conformidade com as atividades desenvolvidas IBFC_11 7,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,rdc-63-2011-boas-praticas-em-servicos-de-saude,2022,RDC ANVISA 63/2011 trata de boas práticas incluindo gestão de pessoal; alternativa C.,,,8,40,,anvisa; norma:rdc-anvisa-63-2011; gestao de pessoal; servicos de saude; difficulty:Média,ACTIVE,,
"A Política Nacional de Atenção Básica, como forma de garantir a coordenação do cuidado, ampliando o acesso e resolutividade das equipes que atuam na Atenção Básica, recomenda que a população adscrita por equipe de Atenção Básica (eAB) e de Saúde da Família (eSF) seja de ______ pessoas, localizada dentro do seu território, garantindo os princípios e diretrizes da Atenção Básica. Assinale a alternativa que preencha corretamente a lacuna.",500 a 1.500,7.000,1.000,2.000 a 3.500,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,politica-nacional-de-atencao-basica-pnab,2022,A PNAB garante coordenação do cuidado ampliando acesso e resolutividade; alternativa D.,,,9,41,,pnab; atencao basica; coordenacao do cuidado; resolutividade; difficulty:Média,ACTIVE,,
"Sobre o Programa Telessaúde Brasil Redes, analise as afirmativas abaixo. I. É uma iniciativa em âmbito nacional que busca melhorar a qualidade do atendimento e da atenção básica no Sistema Único da Saúde (SUS), integrando ensino e serviço por meio de ferramentas de tecnologias da informação, que oferecem condições para promover a Teleassistência e a Teleducação. II. Quanto à estrutura, o Telessaúde Brasil Redes é integrado por gestores da saúde, instituições formadoras de profissionais de saúde e serviços de saúde do SUS. III. Quanto aos serviços, a Tele-educação é um serviço autônomo que utiliza as tecnologias de informação e comunicação para realizar serviços de apoio ao diagnóstico através de distância e temporal. Estão corretas as afirmativas:",II e III apenas,I apenas,I e II apenas,"I, II e III",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,legislacao-do-sus,conitec-e-incorporacao-de-tecnologias-no-sus,2022,Programa Telessaúde Brasil Redes é iniciativa nacional de apoio à Atenção Básica; alternativa C.,,,9,42,,telessaude brasil; telemedicina; redes; sus; difficulty:Média,ACTIVE,,
"Sobre a vigilância epidemiológica das doenças e agravos relacionados ao trabalho, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) As intoxicações exógenas suspeitas e confirmadas relacionadas ao trabalho devem ser notificadas em ficha do Sistema de Informação de Agravos de Notificação. ( ) A notificação das doenças e dos agravos relacionados ao trabalho no Sistema de Informação de Agravos de Notificação tem caráter estritamente epidemiológico e de vigilância. ( ) O prazo para encerramento das investigações dos casos notificados de doenças e agravos relacionados ao trabalho no Sistema de Informação de Agravos de Notificação é de no máximo 30 dias da notificação. ( ) No processo de Vigilância em Saúde do Trabalhador, a instituição de medidas de controle para saúde e segurança dos trabalhadores deve ocorrer assim que haja suspeição da relação do evento com o trabalho e que as situações de risco aos trabalhadores forem identificadas, visando a intervenção nos ambientes e processos de trabalho, evitando a ocorrência de novos casos. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - V - F - V,V - V - V - V,F - V - F - V,V - F - V - F,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-coletiva,saude-do-trabalhador,2022,Vigilância epidemiológica de agravos relacionados ao trabalho segue normas do SUS; alternativa A.,,,9,43,,vigilancia epidemiologica; doencas relacionadas ao trabalho; sinan; agravo; difficulty:Média,ACTIVE,,
Assinale a alternativa que contemple um sinal e/ou sintoma sugestivo de violência em adultos (20 a 59 anos).,"Queixas crônicas específicas, com causa física óbvia",Gravidez desejada,Rapidez em iniciar o pré-natal,Desnutrição,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-coletiva,identificacao-e-notificacao-de-violencia,2022,Sinais sugestivos de violência em adultos incluem padrões descritos na alternativa D.,,,9,44,,violencia; sinais sintomas; adultos; notificacao; difficulty:Média,ACTIVE,,
"As infecções por dengue podem ser assintomáticas ou sintomáticas. Sobre as manifestações clínicas da dengue, assinale a alternativa correta.","Os sinais de alarme, quando presentes, ocorrem na fase febril","Na fase febril, a primeira manifestação é a febre, geralmente acima de 38°C, de início abrupto e com duração de dois a sete dias, associada a cefaléia, astenia, mialgia, artralgia e dor retro- orbitária",É considerado um sinal de alarme da dengue a diminuição progressiva do hematócrito,É considerado um sinal de alarme da dengue apenas a hepatomegalia maior do que 10 cm abaixo do rebordo costal,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2022,Manifestações clínicas da dengue variam de assintomática a grave; alternativa B correta.,,,9,45,,dengue; manifestacoes clinicas; febre; hemorragia; difficulty:Média,ACTIVE,,
"Sobre Doenças Diarréicas Agudas (DDAs), analise as afirmativas abaixo. I. As DDAs correspondem a um grupo de doenças infecciosas gastrointestinais caracterizadas por uma síndrome, na qual ocorre a diminuição da consistência das fezes, o aumento do número de evacuações (mínimo de 3 episódios em 24 horas) e, em alguns casos, há presença de muco e sangue (disenteria). II. São autolimitadas, com duração de até 28 dias. III. O quadro clínico pode evoluir para desidratação leve à grave. Quando tratadas incorretamente ou não tratadas, podem levar à desidratação grave e ao distúrbio hidroeletrolítico, podendo ocorrer óbito, principalmente quando associadas à desnutrição. IV. O tratamento das DDAs é simples e fundamenta-se na rápida reidratação dos pacientes por meio da administração de líquidos e de solução de reidratação oral (SRO) ou fluidos endovenosos, dependendo da gravidade do caso. Estão corretas as afirmativas:","I, III e IV apenas","I, II e III apenas",I apenas,"I, II, III e IV 8 IBFC_11",,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-crianca-e-do-adolescente,diarreia-e-desidratacao-infantil,2022,DDAs são grupo de doenças infecciosas intestinais; manejo conforme alternativa A.,,,9,46,,dda; diarreia aguda; desidratacao; planos a b c; difficulty:Média,ACTIVE,,
"Sobre a Síndrome do Corrimento Uretral Masculino, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) A uretrite é uma inflamação da uretra, podendo ser dividida em dois grupos: uretrites gonocócicas e não gonocócicas, infecciosas ou não. ( ) O ser humano é o único hospedeiro. ( ) Os casos de corrimento uretral identificados nas unidades sentinelas devem ser notificados somente após a verificação do agente etiológico. ( ) Não é considerada doença de notificação compulsória. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",F - V - F - V,V - V - F - F,V - F - V - F,V - F - V - V,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2022,Síndrome do corrimento uretral masculino: afirmativas V/F conforme alternativa B.,,,10,47,,corrimento uretral; ist; sindrome; masculino; difficulty:Média,ACTIVE,,
"O Soro Antirrábico (SAR) possui em sua composição uma solução concentrada e purificada de anticorpos obtidos a partir do soro de equinos imunizados com antígenos rábicos. Considerando o SAR, assinale a alternativa correta.",O SAR deve ser utilizado em situação de reexposição ao vírus da raiva ou em caso de pessoas que já tenham feito seu uso anteriormente,"Para sua conservação, manter entre 2°C e 8°C, sendo ideal a temperatura de 5°C. Não pode ser congelado, pois o congelamento provoca a perda de potência, forma agregados e aumenta o risco de reações",A dose é de 60 UI/kg de peso. A dose máxima é de 5.000 UI. A dose não pode ser dividida para ser administrada,"Quando não se dispuser do soro ou de sua dose total, aplicar inicialmente a parte disponível no máximo em até trinta dias após a aplicação da primeira dose de vacina de cultivo celular, ou seja, após a aplicação da terceira dose da vacina",,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2022,SAR contém anticorpos heterólogos para profilaxia da raiva; alternativa B.,,,10,48,,soro antirrabico; sar; anticorpos; profilaxia; difficulty:Média,ACTIVE,,
"Sobre a vacina adsorvida difteria, tétano, pertussis, hepatite B (recombinante) e Haemophilus influenzae B (conjugada), ou seja, vacina Penta, assinale a alternativa correta.","Na rotina dos serviços, a vacina penta está disponível para crianças até 4 (quatro) anos 11 meses e 29 dias","Na rotina dos serviços, a vacina penta está disponível para crianças até 7 (sete) anos 11 meses e 29 dias","Na rotina dos serviços, a vacina penta está disponível para crianças até 5 (cinco) anos 11 meses e 29 dias","Na rotina dos serviços, a vacina penta está disponível para crianças até 6 (seis) anos 11 meses e 29 dias",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-coletiva,epidemiologia-basica-e-bioestatistica,2022,Esquema da vacina pentavalente conforme PNI; alternativa D correta.,,,10,49,,vacina pentavalente; imunizacao; calendario; hepatite b; difficulty:Difícil,ACTIVE,,
"A febre amarela é uma doença infecciosa febril aguda, imunoprevenível, de evolução abrupta e gravidade variável, com elevada letalidade nas suas formas graves. Sobre a vacina da Febre Amarela, analise as afirmativas abaixo. I. Crianças que iniciaram o esquema primário após 5 (cinco) meses de idade, devem completá-lo até 12 meses, com intervalo mínimo de 30 dias entre as doses, administrar o reforço com intervalo mínimo de 60 dias após a última dose. II. A vacina febre amarela pode ser administrada simultaneamente com a maioria das vacinas do Calendário Nacional de Vacinação, sem necessidade de qualquer intervalo, exceto com as vacinas tríplice viral (sarampo, caxumba e rubéola) ou tetra viral (sarampo, caxumba, rubéola e varicela) em crianças menores de 2 (dois) anos de idade. Neste caso, deve ser respeitado o intervalo de 30 dias entre as duas vacinas (mínimo de 15 dias), salvo em circunstâncias específicas, a serem discutidas entre as três esferas do Sistema Único de Saúde. III. Em situações onde exista o risco epidemiológico concomitante para febre amarela e os vírus contidos na vacina tríplice viral, o risco da não vacinação é maior que a possibilidade da diminuição da resposta imune. Dessa forma a vacinação simultânea deverá ser realizada sem levar em conta o intervalo entre as doses. IV. Considera-se uma contraindicação da vacina da Febre Amarela os pacientes submetidos a transplante de órgãos sólidos. Estão corretas as afirmativas:","I, II e IV apenas",I e II apenas,"II, III e IV apenas","I, II, III e IV",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2022,Febre amarela é doença febril aguda imunoprevenível; alternativa C.,,,10,50,,febre amarela; doenca infecciosa; imunoprevenivel; vacina; difficulty:Média,ACTIVE,,
"A vacina HPV quadrivalente está aprovada no Brasil para prevenção de lesões genitais pré- cancerosas de colo do útero, de vulva e de vagina em mulheres, de pênis em homens e anal em ambos os sexos, relacionadas aos HPV 16 e 18, e verrugas genitais em mulheres e homens, relacionadas aos HPV 6 e 11. Considerando o esquema de vacina do HPV, assinale a alternativa correta.","O esquema da vacina papilomavírus humano 6, 11, 16 e 18 (recombinante), ou seja, vacina HPV, é administrar 2 (duas) doses, com intervalo de 6 (seis) meses entre as doses, nas meninas de 9 a 14 anos de idade (14 anos, 11 meses e 29 dias) e nos meninos de 11 a 14 anos de idade (14 anos, 11 meses e 29 dias)","O esquema da vacina papilomavírus humano 6, 11, 16 e 18 (recombinante), ou seja, vacina HPV, é administrar 3 (três) doses, com intervalo de 6 (seis) meses entre as doses, nas meninas e meninos de 9 a 14 anos de idade (14 anos, 11 meses e 29 dias)","O esquema da vacina papilomavírus humano 6, 11, 16 e 18 (recombinante), ou seja, vacina HPV, é administrar 3 (três) doses, com intervalo de 3 (três) meses entre as doses, nas meninas e meninos de 11 a 14 anos de idade (14 anos, 11 meses e 29 dias)","O esquema da vacina papilomavírus humano 6, 11, 16 e 18 (recombinante), ou seja, vacina HPV, é administrar 2 (duas) doses, com intervalo de 30 (trinta) dias entre as doses, nas meninas de 11 a 14 anos de idade (14 anos, 11 meses e 29 dias) e nos meninos de 12 a 14 anos de idade (14 anos, 11 meses e 29 dias) IBFC_11 9",,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-coletiva,epidemiologia-basica-e-bioestatistica,2022,Vacina HPV quadrivalente previne lesões pré-cancerosas e condiloma; alternativa A.,,,10,51,,vacina hpv; cancer colo uterino; imunizacao; quadrivalente; difficulty:Média,ACTIVE,,
"O exame citopatológico é o método do rastreamento do câncer do colo do útero no Brasil. Sobre a coleta do material para o exame citopatológico do colo do útero, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) A coleta do material deve ser realizada na ectocérvice e na endocérvice em lâmina única. A amostra de fundo de saco vaginal é sempre recomendada, pois o material coletado é de alta qualidade para o diagnóstico oncótico. ( ) A recomendação de abstinência sexual prévia ao exame só é justificada quando são utilizados preservativos com lubrificante ou espermicidas. Na prática a presença de espermatozoides não compromete a avaliação microscópica. ( ) O exame não deve ser feito no período menstrual, pois a presença de sangue pode prejudicar o diagnóstico citopatológico. Deve-se aguardar o quinto dia após o término da menstruação. ( ) No caso de sangramento vaginal anormal, o exame ginecológico pode ser dispensado e a coleta não deve ser realizada. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",F - V - V - F,V - V - V - V,V - F - V - F,F - V - F - V,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-mulher,exame-citopatologico-do-colo-uterino,2022,Coleta citopatológica segue protocolo do MS para rastreamento; alternativa A.,,,11,52,,citopatologico; papanicolau; rastreamento; colo uterino; difficulty:Média,ACTIVE,,
"O câncer de mama é o crescimento descontrolado de células da mama que adquiriram características anormais (células dos lobos, células produtoras de leite, ou dos ductos, por onde é drenado o leite), anormalidades estas causadas por uma ou mais mutações no material genético da célula. Sobre o câncer de mama, analise as afirmativas abaixo. I. Os principais fatores de risco conhecidos para o câncer de mama estão ligados à idade, aos fatores genéticos e aos endócrinos. II. Os fatores endócrinos estão relacionados principalmente ao estímulo estrogênico, seja endógeno ou exógeno, com aumento do risco quanto maior for o tempo de exposição. III. Possuem risco aumentado as mulheres com história de menarca tardia (idade da primeira menstruação maior que 12 anos), menopausa precoce (instalada antes dos 45 anos de idade), primeira gravidez após os 25 anos, multiparidade e terapia de reposição hormonal pós-menopausa, principalmente se prolongada por mais de dez anos. IV. São manifestações clínicas do câncer de mama: nódulo palpável, endurecimento da mama, secreção mamilar e retração ou abaulamento. Estão corretas as afirmativas:",II e IV apenas,"I, III e IV apenas","I, II e IV apenas","I, II, III e IV",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,semiologia-de-enfermagem,2022,Câncer de mama: crescimento descontrolado de células mamárias; alternativa C.,,,11,53,,cancer de mama; rastreamento; autoexame; sinais alerta; difficulty:Média,ACTIVE,,
"O ______ é quando a criança recebe, além do leite materno, água ou bebidas à base de água (água adocicada, chás, infusões) e sucos de frutas. Assinale a alternativa que preencha corretamente a lacuna.",aleitamento materno misto ou parcial,aleitamento materno exclusivo,aleitamento materno complementado,aleitamento materno predominante,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-crianca-e-do-adolescente,aleitamento-materno,2022,Aleitamento misto inclui leite materno e outros alimentos/líquidos; lacuna da alternativa D.,,,11,54,,aleitamento misto; leite materno; alimentacao complementar; oms; difficulty:Média,ACTIVE,,
"Algumas medidas podem ser úteis para aumentar a produção do leite materno. Sobre esse assunto, assinale a alternativa correta.",Diminuir a frequência das mamadas,Dar tempo para o bebê esvaziar bem as mamas,Oferecer apenas uma das mamas em cada mamada,"Após a mamada, não ordenhar o leite residual",,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-crianca-e-do-adolescente,aleitamento-materno,2022,Medidas para aumentar produção láctea incluem esvaziamento frequente e apoio; alternativa B.,,,11,55,,producao leite; amamentacao; lactacao; manejo; difficulty:Fácil,ACTIVE,,
"Sobre as condutas que o enfermeiro deve ter perante as queixas mais comuns na gestação, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) Na queixa de corrimento vaginal, deve-se prescrever cremes vaginais, mesmo que não haja diagnóstico de infecção vaginal. ( ) Na queixa de pirose, deve-se orientar a gestante a consumir dieta fracionada, evitando frituras, café, chá preto, mates, doces, álcool e fumo. ( ) Na queixa de sialorreia, deve-se orientar que é um sintoma comum no início da gestação e orientar a gestante a deglutir a saliva e tomar líquidos em abundância (especialmente em épocas de calor). ( ) Na queixa de fraquezas e desmaios, deve-se orientar a gestante para que não faça mudanças bruscas de posição e evite a inatividade. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - F - V - F,V - V - V - V,F - V - F - V,F - V - V - V,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-mulher,assistencia-de-enfermagem-ao-pre-natal-parto-e-puerperio,2022,Condutas de enfermagem perante queixas na gestação conforme alternativa D.,,,11,56,,gestacao; queixas comuns; enfermagem; pre-natal; difficulty:Média,ACTIVE,,
"A sífilis é uma infecção bacteriana sistêmica, de evolução crônica, causada pelo Treponema pallidum. Sobre essa doença, analise as afirmativas abaixo. I. A transmissão por transfusão de sangue ou derivados pode ocorrer, mas se tornou muito rara, devido ao controle e à testagem do sangue doado pelos hemocentros. II. A transmissão sexual é a predominante. Os sítios de inoculação do T. pallidum são, em geral, os órgãos genitais, podendo ocorrer também manifestações extragenitais (lábios, língua e áreas da pele com solução de continuidade). III. A transmissibilidade da sífilis adquirida requer a presença de lesões (cancro duro, condiloma plano, placas mucosas, lesões úmidas). Estão corretas as afirmativas:",III apenas,II e III apenas,II apenas,"I, II e III 10 IBFC_11",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,enfermagem-em-doencas-transmissiveis,prevencao-e-controle-de-doencas-transmissiveis,2022,Sífilis é IST bacteriana sistêmica; condutas conforme alternativa D.,,,11,57,,sifilis; treponema pallidum; ist; tratamento; difficulty:Média,ACTIVE,,
"Sobre o uso de método anticoncepcional durante o aleitamento materno, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) Durante os primeiros seis meses pós-parto, a amamentação exclusiva, à livre demanda, com amenorreia, está associada à diminuição da fertilidade. ( ) O efeito inibidor da fertilidade (que o aleitamento exclusivo com amenorreia tem) pode ser utilizado como método comportamental de anticoncepção, chamado de LAM (método da amenorreia da lactação). ( ) O anticoncepcional hormonal oral combinado e o injetável mensal devem ser utilizados em lactantes, pois não interferem na qualidade e na quantidade do leite materno e não afetam adversamente a saúde do bebê. ( ) O dispositivo intrauterino (DIU) pode ser inserido imediatamente após o parto ou a partir de quatro semanas pós-parto. O DIU está contraindicado para os casos que cursaram com infecção puerperal até três meses após a cura. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - V - F - V,V - V - V - V,V - F - V - F,F - V - F - V,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-da-mulher,planejamento-reprodutivo,2022,Métodos contraceptivos durante aleitamento: afirmativas V/F conforme alternativa A.,,,12,58,,anticoncepcional; aleitamento; lactacao; metodo; difficulty:Média,ACTIVE,,
"No que se refere ao conteúdo microbiano de uma ferida, esta é considerada ______, quando o local apresenta intensa reação inflamatória e microrganismos que podem produzir exsudato purulento com odor fétido. Assinale a alternativa que preencha corretamente a lacuna.",contaminada,infectada,potencialmente contaminada,limpa,,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,feridas-e-cicatrizacao,2022,Ferida infectada apresenta reação tissular intensa e carga microbiana significativa; alternativa B.,,,12,59,,ferida; carga microbiana; infeccao; colonizacao; difficulty:Média,ACTIVE,,
"A dermatite de contato é uma reação inflamatória na pele decorrente da exposição a um agente capaz de causar irritação ou alergia. Sobre a dermatite de contato, assinale a alternativa correta.","O irritante agressor deve ser identificado mas não removido; em geral, se utiliza sabão até que ocorra cicatrização das lesões",Os homens tendem a ser afetados mais comumente que as mulheres,É uma reação inflamatória da pele causada apenas por agentes químicos,"Os fatores predisponentes consistem em extremos de calor e de frio, uso frequente de sabão e água e doença cutânea preexistente",,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,curativos,2022,Dermatite de contato é reação inflamatória por exposição a agente irritante/alérgeno; alternativa D.,,,12,60,,dermatite de contato; pele; irritacao; alergia; difficulty:Média,ACTIVE,,
"A catarata é a maior causa de cegueira tratável nos países em desenvolvimento. Sobre Catarata, analise as afirmativas abaixo. I. A catarata pode desenvolver-se em um ou em ambos os olhos e em qualquer idade. II. Tabagismo, uso de corticosteroides a longo prazo (particularmente em altas doses), luz solar e radiação ionizante, diabetes melito, obesidade e lesões oculares podem aumentar o risco de catarata. III. As manifestações clínicas da catarata são visão clara e dor ocular. IV. Tratamentos não cirúrgicos eficazes como medicamentos, colírios e óculos, podem curar a catarata ou impedir o surgimento dessas relacionadas com a idade. V. O tratamento clínico ótimo consiste em prevenção, incluindo instrução do cliente sobre as estratégias de redução de risco, como abandono do tabagismo e uso de óculos de sol em ambientes externos. Estão corretas as afirmativas:","II, III e IV apenas","II, III e V apenas","I, II e V apenas","I, II, III, IV e V",,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,semiologia-de-enfermagem,2022,Catarata é principal causa tratável de cegueira em países em desenvolvimento; alternativa C.,,,12,61,,catarata; cegueira; olho; visao; difficulty:Média,ACTIVE,,
"______ é uma lesão dos tecidos moles produzida por uma força não penetrante (como por exemplo pancada, chute ou queda), causando ruptura dos vasos sanguíneos de pequeno calibre, com sangramento nos tecidos moles (equimoses). Observa-se o desenvolvimento de hematoma quando o sangramento é suficiente para causar acúmulo apreciável de sangue, produzindo aspecto característico de “lesão arroxeada”. Sua resolução ocorre em 1 a 2 semanas. Assinale a alternativa que preencha corretamente a lacuna.",Estiramento,Entorse,Contusão,Luxação articular,,C,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,urgencia-e-emergencia,atendimento-ao-politraumatizado,2022,Contusão é lesão de tecidos moles por força não penetrante; alternativa C.,,,12,62,,contusao; tecido mole; trauma; forca nao penetrante; difficulty:Média,ACTIVE,,
"O diabetes mellitus, comumente designado como diabetes, abrange um grupo de doenças metabólicas, caracterizadas por níveis elevados de glicose no sangue (hiperglicemia), devido a defeitos na secreção ou na ação da insulina ou em ambas. Sobre o diabetes mellitus tipo 2, assinale a alternativa correta.","Caracteriza-se pela destruição das células beta do pâncreas, devido a fatores genéticos, imunológicos e, possivelmente ambientais. São necessárias injeções de insulina para controlar os níveis de glicemia","O tratamento consiste na adoção de hábitos de vida saudáveis, como uma alimentação equilibrada, prática regular de atividade física, moderação no uso de álcool e abandono do tabagismo, acrescido ou não do tratamento farmacológico",A cetoacidose diabética (CAD) é mais comum em indivíduos com diabetes tipo 2,"O diabetes tipo 2 tem início súbito, geralmente antes dos 30 anos de idade IBFC_11 11",,B,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,fundamentos-de-enfermagem,sinais-vitais,2022,Diabetes mellitus caracteriza-se por hiperglicemia crônica por defeito na secreção/ação da insulina; alternativa B.,,,12,63,,diabetes mellitus; glicemia; metabolismo; doenca cronica; difficulty:Média,ACTIVE,,
"O Transtorno da Compulsão Alimentar Periódica caracteriza-se pela ingestão descontrolada de grande quantidade de alimentos, sem apetite e quase sem mastigar, até que seja alcançada a plenitude. Sobre o Transtorno da Compulsão Alimentar Periódica, analise as afirmativas abaixo e dê valores Verdadeiro (V) ou Falso (F). ( ) Este transtorno é caracterizado por compulsão alimentar em um curto espaço de tempo, seguida de angústia por essa atitude e ausência de comportamentos regulares voltados para a eliminação do excesso alimentar. ( ) Para a caracterização do diagnóstico, esses episódios devem ocorrer pelo menos quatro dias por semana no período de doze meses. ( ) Apesar de mais frequente em indivíduos obesos, ocorre também em pessoas com peso normal. ( ) Acomete indivíduos de todas as raças, com distribuição aproximada entre os sexos e início habitual na adolescência. Assinale a alternativa que apresenta a sequência correta de cima para baixo.",V - F - F - F,V - V - V - V,F - V - F - V,V - F - V - V,,D,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-mental,transtornos-mentais-e-comportamentais,2022,Transtorno da Compulsão Alimentar Periódica envolve ingestão descontrolada; alternativa D.,,,13,64,,compulsao alimentar; transtorno alimentar; ingestao descontrolada; tca; difficulty:Média,ACTIVE,,
"Sobre o Transtorno do Espectro Autista (TEA), analise as afirmativas abaixo. I. Sobre a etiologia do autismo, diversos estudos apontam múltiplos fatores envolvidos, como lesões neurológicas perinatais, rubéola congênita, fenilcetonúria, esclerose tuberosa, alterações genéticas, incompatibilidade imunológica entre mãe e feto, sofrimento fetal e uso de medicamentos no período gestacional. II. A vacina tríplice viral (sarampo, caxumba e rubéola) ou os conservantes utilizados em programas de imunização (timerosol) são grandes causadores de autismo em crianças. III. A avaliação das características autísticas em uma criança não é clínica, mas sim realizada por exames específicos comprobatórios que orientam o diagnóstico. IV. Os sintomas são contato visual anormal, atraso na linguagem, sendo os mais comuns e ecolalia (imediata ou posterior) e a inversão pronominal, a presença de estereotipias e o maneirismo, como a resistência às mudanças. Estão corretas as afirmativas:",I e IV apenas,"I, II e III apenas","I, III e IV apenas","I, II, III e IV",,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,saude-mental,transtornos-mentais-e-comportamentais,2022,TEA: afirmativas sobre etiologia e diagnóstico conforme alternativa A.,,,13,65,,tea; autismo; espectro autista; desenvolvimento; difficulty:Média,ACTIVE,,
"_______ representa uma síndrome reversível específica à ingestão recente de determinada droga. Os critérios que a definem baseiam-se nas evidências recentes do uso e incluem comportamento inadequado, agressividade, labilidade de humor, prejuízo na coordenação psicomotora e julgamento de realidade, lentificação psicomotora e déficit cognitivo. Assinale a alternativa que preencha corretamente a lacuna.",intoxicação por substâncias,abstinência de substâncias,abuso de substância,síndrome de dependência,,A,enfermeiro,ibfc,concurso-publico-sesacre-edital-01-2022,urgencia-e-emergencia,intoxicacoes-exogenas,2022,Síndrome serotoninérgica é reversível por ingestão recente de drogas serotonérgicas; alternativa A.,,,13,66,,sindrome serotoninergica; droga; intoxicacao; serotonina; difficulty:Difícil,ACTIVE,,
